AgeGroup,Gender,ActionCount,ActionSequence,GradedScore,ResponseTime,LiteracyScore,NumeracyScore,Country
30-34,Female,21,0.7958163592049098,1,166589,282.18868,302.28917,US
35-39,Female,17,0.38290693029927353,1,172975,322.13416,321.32533,UK
25-29,Female,37,0.8591420978206431,1,247682,331.03464,268.95457,UK
45-49,Female,19,0.578966373546283,7,223689,256.01038,246.76243,UK
25-29,Female,30,0.6018595416724188,0,192961,247.44292,221.01073,US
35-39,Female,17,0.361606962623842,0,114050,247.47312,285.41689,US
16-19,Female,28,0.6971380164975297,0,246342,293.64199,262.83718,US
35-39,Female,7,0.0004843649437064275,7,3484,230.45025,259.57659,UK
50-54,Female,19,0.26445309690532154,1,415396,245.01967,275.18475,US
25-29,Female,20,0.48953850250467323,1,97556,210.85223,197.32458,UK
40-44,Female,27,0.5961283209016509,1,203756,258.82711,212.27169,UK
45-49,Female,34,0.8050185467241809,1,244609,323.0485,278.35036,US
60-65,Male,32,0.5633745413029804,0,214287,289.88253,283.80848,US
60-65,Female,32,0.8972117164056762,1,417130,276.34776,230.59101,UK
16-19,Female,17,0.6297870851036065,1,237522,326.9795,314.73762,UK
35-39,Male,30,0.9819973620945968,7,263348,321.88247,235.51584,UK
35-39,Female,26,0.9044182572467062,1,353129,359.24352,287.13937,UK
35-39,Female,25,0.6052272383470698,1,252929,244.96676,313.59167,UK
16-19,Female,3,0.03053083400012241,0,26117,223.09771,160.25875,US
45-49,Male,15,0.3396339136345562,0,180209,334.61744,312.96633,US
45-49,Female,28,0.6539544071709509,1,378722,248.16533,220.66567,UK
45-49,Female,42,0.39361193087354773,7,218212,244.51911,184.72112,UK
30-34,Male,71,0.9098320361011186,1,246166,300.35029,314.16624,US
20-24,Male,24,0.4367244576825001,1,231908,303.17154,309.59315,US
30-34,Female,27,0.5827710306258651,1,144608,334.80651,282.50488,UK
25-29,Female,29,0.5713846739044055,0,160928,293.61455,316.96426,US
35-39,Male,27,0.3993396880743671,7,175152,177.37432,268.08958,UK
16-19,Male,42,0.8051707609212246,7,490981,168.80843,189.66535,UK
16-19,Female,24,0.5817678349233857,1,161899,239.93496,240.90913,UK
30-34,Female,33,0.5281942684254999,1,117904,259.18902,356.43452,US
45-49,Male,22,0.553312538627577,1,200000,297.88422,309.32541,UK
35-39,Female,35,0.7474346413681756,1,330652,343.81107,296.29907,UK
25-29,Female,14,0.6640991849816147,7,170496,290.29953,318.00764,UK
20-24,Female,24,0.6559763877617966,1,190650,280.56866,284.83365,UK
45-49,Male,28,0.7270010074845885,1,258398,275.37193,262.92972,UK
20-24,Female,20,0.4596182197621558,7,199597,175.36854,208.20998,UK
30-34,Female,29,0.5623900809771849,1,231765,326.17334,280.78727,US
40-44,Male,22,0.15548802779701953,7,152195,208.28395,225.52185,UK
55-59,Male,3,0.0692432141735484,7,29193,235.15706,167.43592,UK
55-59,Male,21,0.49649482818702606,7,213142,225.24284,236.38533,UK
25-29,Male,18,0.3467348334993583,7,202242,190.20821,189.71007,UK
50-54,Male,29,0.7890560296932498,1,281581,273.40329,234.37399,US
25-29,Female,4,0.19864592617331353,7,3484,237.38649,210.91826,UK
50-54,Male,4,0.0004843649437064275,0,3484,184.48423,209.10197,US
35-39,Female,32,0.9127835191916249,0,222517,326.55514,275.89586,US
55-59,Female,23,0.5028822172460764,1,146304,260.53253,263.48057,UK
60-65,Female,20,0.5918700688778541,1,162374,305.0333,312.10508,US
55-59,Female,19,0.26481331145576603,0,179289,229.57254,290.36248,US
40-44,Female,24,0.3532917355775089,1,249356,313.1298,277.20961,UK
40-44,Female,25,0.271551092565698,1,104284,329.91996,270.03958,US
20-24,Male,23,0.4948801910591607,0,135861,319.36315,282.04853,US
30-34,Female,24,0.2018991746487745,1,114551,284.91696,349.54547,UK
25-29,Male,46,0.856497950078902,7,211412,273.46094,294.60779,UK
40-44,Female,8,0.0004843649437064275,7,11351,186.60782,150.05798,UK
35-39,Female,29,0.872156374372665,0,227379,259.44955,168.54073,US
55-59,Male,15,0.22880625471744942,7,190817,270.10813,273.2673,UK
16-19,Male,28,0.678607106925436,1,206237,364.93974,282.81422,UK
40-44,Female,30,0.7931345560147348,1,126331,282.34347,253.87714,US
45-49,Female,19,0.4185693241413143,0,168465,295.45705,276.66994,US
60-65,Male,16,0.19003881984904694,0,158656,289.83886,307.3882,US
35-39,Female,26,0.6824396012616462,7,235885,231.20053,196.08466,UK
30-34,Female,24,0.34746033339046833,0,121157,262.39606,217.32757,US
55-59,Female,39,0.8901281311327126,1,279386,249.96131,300.22115,US
35-39,Male,25,0.4775128303444578,1,86991,263.71721,338.29107,UK
16-19,Male,35,0.905649180062407,1,184418,204.65629,260.77649,UK
50-54,Female,18,0.1371633708192149,7,117060,249.33231,223.52043,UK
60-65,Female,3,0.09546109634306131,7,66194,261.90878,219.73512,UK
25-29,Female,15,0.6206717136463545,7,197926,235.38166,210.48488,UK
55-59,Male,18,0.14325549707598012,7,46834,216.79101,244.46813,US
40-44,Female,18,0.350448018362542,0,100945,243.80579,268.68492,US
25-29,Female,36,0.8591698081640938,1,375384,353.01717,360.67909,UK
35-39,Female,26,0.7155806696682441,1,121594,200.28768,260.94113,UK
20-24,Female,17,0.25851820439234824,7,225754,324.97883,306.78322,UK
45-49,Male,43,0.7890941178719124,1,312042,341.85016,273.64971,US
30-34,Female,18,0.12058213574043698,7,160649,218.99661,246.80492,UK
45-49,Female,4,0.15693163942899468,7,11949,225.66118,235.00228,UK
45-49,Male,6,0.04492780081619712,7,54305,264.21905,244.01919,UK
30-34,Female,26,0.3342439776414808,1,193874,331.40502,309.94633,US
30-34,Female,23,0.7536772975792131,7,172616,254.49853,210.86052,UK
40-44,Female,19,0.35606169538376936,7,152971,287.7671,303.36385,UK
45-49,Male,3,0.0004843649437064275,7,21784,280.22055,166.19591,US
25-29,Male,27,0.8576038691815543,1,221993,339.09856,270.90179,US
30-34,Female,32,0.9529452446126004,0,169286,316.78496,279.2906,US
16-19,Female,26,0.7014971086103684,7,135991,263.92234,215.47482,UK
40-44,Male,23,0.13291304949849705,7,206076,243.31498,235.72291,UK
30-34,Male,31,0.7309438400522537,0,92619,284.71185,273.24569,US
40-44,Female,5,0.09771978661465894,7,151201,230.02263,263.74642,UK
20-24,Female,22,0.42513670140300447,1,187856,240.25266,257.83486,UK
20-24,Male,19,0.1530938719423037,7,51065,207.43777,251.63537,UK
20-24,Female,4,0.13250208718871384,7,3484,229.31601,250.64076,UK
20-24,Male,18,0.1680512452537159,0,166674,202.77832,203.07523,US
60-65,Female,33,0.11857876304460419,1,172745,262.37472,243.16388,UK
30-34,Female,26,0.8126879509542082,1,226289,273.61546,246.13988,US
60-65,Female,23,0.30011669596266366,1,143095,302.21916,276.94261,UK
35-39,Female,4,0.0004843649437064275,7,3484,161.93799,246.17038,UK
40-44,Male,15,0.6564954860797442,0,178812,183.51074,224.28635,US
16-19,Male,23,0.3670576772125794,0,102806,301.56915,303.15039,US
45-49,Female,27,0.6014305629301918,7,145131,235.31915,243.38499,UK
30-34,Female,20,0.589407863602581,1,139604,347.86439,288.46829,US
50-54,Male,22,0.7122878235678425,1,161189,297.95039,307.19182,US
25-29,Male,24,0.6364045511446694,1,139306,296.47355,255.61921,UK
35-39,Male,20,0.2174366746318236,0,154389,332.21524,326.16187,US
35-39,Male,23,0.5915535641248485,1,142040,338.08399,319.20542,US
16-19,Male,27,0.7150366704834261,1,123215,289.20649,281.90253,UK
30-34,Female,3,0.45225082997518457,0,189996,167.7556,172.8787,UK
55-59,Male,4,0.4000358576666384,0,23122,145.4382,215.65709,US
60-65,Female,3,0.11562573759782172,7,201538,226.7333,197.9991,UK
35-39,Female,34,0.8230473180235077,0,234217,309.58742,264.96408,US
20-24,Male,37,0.8840795369857198,0,279713,359.95138,300.17678,US
16-19,Female,35,0.7601832215103164,1,204573,342.06931,351.95573,US
50-54,Female,20,0.413254578765443,1,130162,307.14584,295.63066,UK
55-59,Male,45,0.7824274308188748,1,348168,306.62667,355.69556,UK
25-29,Female,4,0.12780103207378504,7,100570,195.034,174.64617,UK
25-29,Female,20,0.9425333575952084,1,174690,330.6285,249.91627,US
45-49,Female,16,0.10835199462206588,0,112994,205.77191,219.54716,US
50-54,Male,33,0.43142857426197323,1,251567,300.50916,375.19529,UK
35-39,Female,14,0.2837060650420498,1,199554,313.16516,313.52511,UK
20-24,Female,17,0.4259243803301782,7,158626,241.21996,261.06092,UK
35-39,Male,28,0.7685313336634909,1,248882,304.61462,323.43024,UK
40-44,Female,40,0.9243037332672379,0,236593,238.69039,288.24987,US
30-34,Female,19,0.345006937204619,1,167063,310.93898,310.99276,UK
50-54,Female,18,0.2507627870161692,1,130182,358.10119,271.37531,US
20-24,Female,39,0.7267929863890132,7,588443,214.1805,179.07785,UK
35-39,Female,19,0.2621890554876228,0,147733,227.63491,192.85454,US
40-44,Female,19,0.394114451938885,0,60008,216.94063,218.62839,US
30-34,Female,3,0.06711625837357263,7,20421,190.61988,204.22629,UK
40-44,Female,29,0.5933809502956812,0,128792,220.35113,260.5221,US
40-44,Female,27,0.4520251488748354,1,156676,259.07618,253.54703,UK
60-65,Female,28,0.8475139227328305,1,332783,307.53847,317.77862,US
35-39,Female,18,0.3567981204414341,1,210133,304.68157,324.8074,US
60-65,Male,36,0.9539264858173312,1,402911,306.31752,295.08302,UK
35-39,Female,15,0.25057475584724015,1,145309,288.36996,373.42635,UK
25-29,Male,25,0.6012355794559188,1,194674,270.96783,247.10129,UK
45-49,Female,4,0.019703359091412714,7,11735,244.55312,212.81524,UK
30-34,Male,25,0.6842635867402763,1,190335,276.41189,297.58183,UK
50-54,Male,19,0.19503810072269906,0,342272,302.22386,292.30807,US
30-34,Female,16,0.3551114848384608,7,156654,263.00692,300.03665,UK
55-59,Female,4,0.1725146937724934,7,3484,311.79479,215.76212,UK
16-19,Female,3,0.0004843649437064275,7,50848,200.8893,219.26808,UK
55-59,Male,37,0.8747385022467143,1,490388,295.01718,270.86084,UK
50-54,Female,24,0.5141411595294307,1,116607,314.74555,256.58409,US
20-24,Female,5,0.09304565495799394,7,91701,234.26347,195.66134,UK
20-24,Male,17,0.5992951135511347,0,195883,216.82711,235.83571,US
20-24,Female,19,0.20356548136077182,7,199089,219.27298,217.03263,UK
55-59,Female,28,0.9462121781505414,7,256411,332.1793,233.09846,UK
25-29,Female,25,0.43473443726213656,1,254122,304.20009,276.26328,US
50-54,Male,20,0.2667701660929355,7,291893,299.60854,271.2774,UK
35-39,Male,3,0.028748760119907207,0,3484,154.54027,186.29448,US
55-59,Female,29,0.6887143155050423,1,207540,244.22176,218.63749,UK
50-54,Male,31,0.6055608184570734,0,323445,263.23941,222.11814,US
35-39,Male,18,0.4212451907216156,1,254323,324.1947,305.81188,US
40-44,Male,40,0.9998227035662406,7,208226,291.02119,227.54519,US
55-59,Male,7,0.006045537966570952,7,35958,203.33257,177.73785,UK
40-44,Male,20,0.3987262121247502,0,169922,333.07976,298.74556,US
50-54,Female,28,0.6973735358649095,1,285950,312.67601,290.00297,UK
25-29,Female,18,0.3419166381399367,0,148918,321.29595,299.60928,US
20-24,Male,28,0.8101612120103497,7,257244,247.72397,209.75679,UK
30-34,Female,19,0.4517611553131226,1,253810,260.95415,287.59342,US
16-19,Female,31,0.5606961007220919,0,193376,286.70328,356.29325,US
45-49,Female,26,0.41640993498006257,1,317935,322.3681,270.26028,UK
16-19,Male,25,0.7377796577981686,1,420525,297.88496,293.73487,US
16-19,Female,6,0.19788589231637033,0,182888,182.91363,238.23607,US
25-29,Female,15,0.21527038147468802,1,169312,318.20195,309.0803,UK
25-29,Male,37,0.6890533976615976,1,159625,347.11615,285.5927,UK
60-65,Female,21,0.6289748848598748,1,415031,306.97273,356.14822,UK
60-65,Male,23,0.48653675707064636,0,27355,242.34896,305.11504,US
20-24,Female,54,0.8082934805300037,1,217929,247.05051,337.40645,UK
55-59,Male,24,0.6359954653604298,0,180308,289.3399,320.71306,US
40-44,Female,28,0.50579215780605,1,211338,246.73771,285.42546,UK
25-29,Male,6,0.04125141305672751,7,3484,238.72295,232.60267,UK
35-39,Female,20,0.43940226271811633,7,125659,294.17522,270.94264,UK
25-29,Male,26,0.4803259079086967,0,55319,261.50749,257.54073,US
60-65,Female,25,0.6106873642335082,7,312466,258.52597,256.41848,UK
30-34,Female,24,0.9680576877038292,7,199493,266.9143,304.36503,UK
20-24,Male,40,0.9817642172847832,1,604302,334.42712,323.57206,UK
45-49,Female,5,0.1104369332837701,7,59432,199.94604,228.68717,UK
16-19,Male,72,0.9998227035662406,1,283586,296.59983,267.3456,UK
16-19,Female,77,0.8835066296751913,1,592530,300.58677,283.63569,UK
40-44,Female,7,0.19788571778890757,7,35819,224.03985,237.86333,UK
50-54,Female,24,0.6340627986371539,1,376091,279.05284,326.84319,US
55-59,Female,28,0.23807248755779425,0,182117,158.61309,151.38697,US
55-59,Female,18,0.35560323397137183,1,202357,305.76915,283.31412,US
45-49,Female,18,0.43579612246960886,7,255839,244.51635,247.78031,UK
55-59,Female,18,0.17368116475901296,0,190340,251.59215,230.3487,US
25-29,Female,23,0.6676416296156727,0,99185,306.03594,275.09658,US
40-44,Female,18,0.13665549798032484,7,155110,220.97334,227.43674,UK
55-59,Female,34,0.8346669815148722,1,460921,349.21782,271.58288,US
25-29,Female,4,0.0004843649437064275,7,5581,193.99092,201.23061,US
16-19,Male,16,0.7654577603714121,1,148410,338.21404,250.57717,US
50-54,Female,15,0.2998030973907198,0,99765,257.21234,168.52885,US
45-49,Female,27,0.20982527297162085,0,151854,272.69379,262.37981,US
55-59,Female,26,0.5884639421117459,1,177824,291.47165,247.9108,UK
40-44,Female,22,0.537480264658399,7,168380,236.38265,235.32964,UK
60-65,Male,41,0.9048317725856061,1,141404,342.03882,309.34358,UK
50-54,Male,20,0.25505970900497543,0,115599,202.78871,122.24566,US
50-54,Male,18,0.7186404935001933,0,248072,248.99662,301.65262,US
50-54,Female,25,0.6273663222173139,1,308874,290.17824,314.71575,UK
60-65,Male,5,0.14167942682363036,7,34178,198.47953,217.44541,UK
30-34,Female,15,0.24719413932961648,7,160665,290.6875,289.69487,UK
55-59,Female,35,0.7952252546895366,1,218405,307.08777,311.41248,UK
35-39,Male,32,0.8152045815106806,1,160581,295.36201,300.98663,US
35-39,Female,71,0.8179331000198635,1,546679,273.09248,264.3193,UK
40-44,Male,25,0.5826557485403352,1,201715,307.67236,298.64041,UK
35-39,Female,47,0.9888413486647978,1,349406,324.24934,260.9985,UK
35-39,Female,15,0.08397144445860769,0,77914,288.11217,316.43818,US
35-39,Male,66,0.8390524137562417,1,298738,266.18597,266.49432,US
45-49,Female,18,0.6074928413812231,1,234279,279.60498,314.44987,UK
35-39,Male,17,0.2774982924814309,0,103974,249.73625,200.63487,US
30-34,Female,5,0.058224532931443924,7,120744,181.02551,224.29696,UK
35-39,Male,19,0.5858655337532542,1,266087,275.16836,287.80689,UK
50-54,Female,34,0.9000140766498331,0,294436,253.44746,229.98694,US
55-59,Female,52,0.7038274765066915,1,297397,311.28056,260.44466,US
35-39,Female,20,0.6905979832577291,0,159097,273.19009,309.22263,US
60-65,Female,21,0.5906030931628373,1,182264,310.22649,220.56204,UK
20-24,Male,20,0.33169189958968864,0,172302,228.37558,200.43621,UK
40-44,Female,22,0.7057287632823657,1,174114,358.43486,309.62761,US
45-49,Male,32,0.4180060322051835,7,116520,216.68145,222.83965,UK
60-65,Male,80,0.9353575057857,1,265284,279.44223,303.41649,US
45-49,Male,27,0.49471763277515846,0,121245,304.35824,339.05906,US
20-24,Female,33,0.8333693710157976,0,199052,296.29869,292.05662,US
16-19,Female,44,0.8731147101005865,7,668271,260.63923,256.11952,UK
30-34,Female,31,0.775711320610217,0,174832,346.59002,305.16344,US
60-65,Male,37,0.5457935202808561,0,288061,271.82949,280.31812,US
20-24,Female,17,0.5335658562200236,7,190254,320.11065,317.87024,UK
35-39,Female,21,0.09779523150875336,0,176106,245.76588,259.03374,US
35-39,Female,15,0.10671474868699214,7,122613,213.09624,191.81092,UK
60-65,Male,27,0.5664630421082151,1,224308,382.13007,269.33149,US
60-65,Female,58,0.7671218969423085,7,229979,208.20991,239.03072,UK
40-44,Male,3,0.0888378466572645,7,156248,255.66446,216.04795,UK
55-59,Male,26,0.7992984309636291,7,252249,283.08472,203.67661,UK
60-65,Male,15,0.1329231874789441,0,136315,309.63868,323.43917,US
20-24,Female,17,0.174287189403378,0,125638,252.53804,248.0003,US
30-34,Female,18,0.44416668225644595,7,148276,240.72642,237.08078,UK
60-65,Female,22,0.5017735089679656,7,177682,331.53169,282.90984,UK
60-65,Female,16,0.05831708185941481,0,52060,201.61344,259.59982,US
25-29,Female,22,0.16680590877682355,0,3484,174.71003,182.72019,US
60-65,Male,19,0.45490049073991556,0,189600,265.03039,232.17868,US
40-44,Female,17,0.29459137753411263,7,204043,265.67303,248.80079,UK
20-24,Female,6,0.12074473715989761,0,27629,185.1284,233.46436,US
50-54,Female,4,0.08621664778215618,7,17697,173.03393,167.90168,UK
20-24,Male,36,0.8635514756608805,0,243015,252.29366,255.98002,US
50-54,Female,27,0.5874040335601183,1,460492,365.21744,317.17216,US
25-29,Female,21,0.716723715917074,1,150707,327.86125,280.40825,US
20-24,Female,18,0.48005053318441515,7,210676,251.24267,239.52502,UK
35-39,Female,38,0.6365536320623457,1,294670,286.5583,229.44322,US
35-39,Male,18,0.43947627855558113,7,344271,251.5314,288.8401,UK
30-34,Female,14,0.07856094157295601,1,206844,329.28376,362.65298,UK
35-39,Male,29,0.6564707905697531,1,568961,237.6035,315.69226,US
25-29,Female,18,0.02586134453287081,0,3484,206.38833,197.6233,US
50-54,Female,54,0.8184615068891281,1,258398,307.66113,319.62145,US
20-24,Male,30,0.6806808382065149,7,211880,323.36957,331.07463,UK
30-34,Male,21,0.35249569180911455,0,213565,247.15871,278.57215,US
60-65,Male,19,0.4026840141827579,1,268390,262.3325,294.62565,UK
45-49,Female,36,0.8575012286107556,1,354657,351.34816,255.76529,US
30-34,Female,29,0.755030213542587,1,234964,330.66384,322.41782,UK
60-65,Male,18,0.15526538174792925,1,304953,301.30322,284.69188,US
55-59,Female,24,0.705310273997546,1,229659,329.29654,284.62976,US
25-29,Female,3,0.15949175369214108,7,107668,229.75554,219.12695,UK
35-39,Female,4,0.04508152211213648,7,3484,255.13756,236.53622,UK
45-49,Male,4,0.07176004562593316,7,3484,157.99028,144.94755,UK
35-39,Male,26,0.9640600635216542,1,488420,238.99921,297.55064,UK
40-44,Male,29,0.27580247733429064,0,106712,204.48078,177.71244,US
45-49,Female,20,0.12755338816361741,0,209554,215.62032,273.79884,US
55-59,Female,28,0.9285336938539153,1,238013,307.78711,308.77698,UK
45-49,Female,18,0.3528946875335332,1,125386,320.86427,320.04366,UK
45-49,Male,52,0.7648707883605705,0,166024,307.32695,280.63688,US
60-65,Female,18,0.14196376114835801,7,41926,246.55417,205.93851,UK
25-29,Male,14,0.30521346908298846,7,308053,332.51317,262.95783,UK
55-59,Male,24,0.32439310510780817,0,109354,332.99467,267.55563,US
35-39,Female,6,0.11200686287045139,7,52178,217.91641,192.68947,UK
30-34,Female,30,0.7504377761952898,7,318457,272.23584,204.9236,UK
16-19,Female,20,0.5507335922940464,0,76548,303.11771,287.29819,US
25-29,Male,25,0.07989659489216516,7,67875,232.30599,232.63691,UK
40-44,Male,19,0.5123962731793337,1,142743,261.24834,264.80444,US
16-19,Female,32,0.8437882436153641,1,210609,326.66639,290.63384,UK
55-59,Male,26,0.40643164587661135,1,142992,262.35169,280.90255,UK
40-44,Female,38,0.8181788136241606,1,195634,285.87373,243.4786,UK
60-65,Female,25,0.8377387873311507,7,244440,217.1035,251.8768,UK
55-59,Female,3,0.19368960386703624,7,95426,210.34737,231.50607,UK
25-29,Female,24,0.8007621658129539,0,193901,292.59291,262.31761,US
30-34,Male,23,0.46685084733187665,0,110395,254.12904,297.93683,US
25-29,Female,17,0.3244188101305785,0,87017,191.16514,242.77336,US
16-19,Female,34,0.9017833177967164,7,143389,263.51988,275.35788,UK
20-24,Female,4,0.12997917220762756,7,43526,207.85115,238.38816,UK
50-54,Male,37,0.8853299284207303,0,241592,302.48622,311.1791,US
30-34,Male,37,0.9022037254982219,1,312643,388.81435,380.84683,UK
16-19,Female,4,0.04424350356725518,0,3484,204.68572,237.46804,US
25-29,Female,27,0.639419632545909,0,315839,309.79387,208.30556,US
30-34,Female,16,0.37366475869543253,7,176739,264.87652,298.91989,UK
